,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
2878,Tesla,199.37306,-1.40377,-97.02988,-1.05565,229.30935,-120.64695,EBIT/Wh,3.88867,-2.33470,11.59050,-1.88443,True,948.35038
2879,Tesla,198.91463,-1.36948,-99.53443,-1.03970,228.87652,-120.53285,AI,-1.53655,-0.25663,12.49426,-4.63097,True,944.80594
2880,SpaceX,201.48507,0.57293,-100.39151,-1.04419,231.43571,-123.19876,Q2,0.64602,-0.75299,9.83371,-3.64727,True,957.22960
2881,Tesla,199.05345,-0.99963,-101.17059,-1.04299,229.01047,-121.07236,EBIT/Wh,-1.89492,1.38416,12.02173,-0.74652,True,944.68195
2882,Tesla,200.91784,-0.02005,-102.34483,-1.04580,230.86935,-123.72245,Q3,1.55328,-0.37542,12.34364,-0.47314,True,953.41677
2883,Tesla,202.66491,-0.20477,-106.31457,-1.04324,232.62159,-122.26319,Q1,-0.31799,-0.17837,11.07414,0.75602,True,960.16727
2884,Tesla,199.05814,0.02835,-103.03989,-1.05775,228.99089,-120.53587,EBIT/Wh,-1.23004,1.90124,8.35571,2.31586,True,943.77075
2885,TwitterX,202.52164,1.17456,-102.84094,-1.05218,232.46262,-121.69225,Q1,1.37005,1.82639,13.07417,4.79581,True,961.18775
2886,SpaceX,198.88599,-0.80858,-98.32429,-1.06792,228.79781,-120.32483,AI,-0.21407,0.46127,12.60012,-2.68369,True,945.26781
2887,SpaceX,199.61528,-0.69838,-108.45356,-1.05411,229.55012,-121.24834,EBIT/Wh,0.79196,0.72280,9.40959,4.65907,True,943.84963
2888,TwitterX,198.59728,0.08117,-98.03580,-1.05228,228.53619,-118.49754,AI,-0.99664,-0.32042,17.50416,0.63642,True,943.96851
2889,SpaceX,200.55655,-0.90046,-104.10182,-1.04715,230.50101,-120.80894,Q3,0.79897,0.40822,13.27663,-0.10802,True,950.73185
2890,TwitterX,199.36786,0.06536,-99.95750,-1.05861,229.29671,-120.22176,EBIT/Wh,-0.27098,-2.99006,8.28079,-1.16377,True,946.86053
2891,SpaceX,200.00798,0.43466,-98.51545,-1.04320,229.95977,-121.04374,Q3,1.04640,-0.78290,9.48042,1.17040,True,950.78218
2892,SpaceX,199.96981,0.88325,-101.25446,-1.04215,229.92522,-119.02192,EBIT/Wh,0.76191,-0.43004,14.96965,1.62015,True,949.22180
2893,TwitterX,199.39575,-0.69876,-99.93399,-1.06057,229.32002,-117.82796,EBIT/Wh,0.08604,-2.51336,11.21078,-5.61105,True,947.01178
2894,SpaceX,200.55547,0.30254,-97.97537,-1.05019,230.49431,-119.90283,Q3,-0.86605,0.89740,10.37110,1.65369,True,953.78966
2895,SpaceX,201.01684,0.22935,-105.01500,-1.06512,230.93315,-123.43940,Q2,-1.33234,-1.11893,10.93397,-1.41750,True,952.57672
2896,Tesla,199.42029,-0.66538,-99.20041,-1.04555,229.37189,-122.69093,EBIT/Wh,0.26956,-0.19004,7.86315,-0.44426,True,947.50124
2897,Tesla,198.91893,0.24343,-97.37082,-1.05515,228.85609,-120.38679,AI,-0.29272,0.46714,9.42524,-0.21520,True,945.90926
2898,Tesla,201.43705,0.98917,-102.20493,-1.04563,231.38836,-121.40587,Q2,-2.14688,-0.03472,11.70621,-2.42916,True,956.08277
2899,Tesla,200.60755,-0.21819,-103.66520,-1.05315,230.54834,-122.49849,Q3,-1.46796,2.50594,13.00611,-0.72881,True,951.20517
2900,TwitterX,199.18122,-1.31679,-96.19447,-1.06061,229.10510,-117.70256,EBIT/Wh,1.69848,-2.11401,14.90206,-1.96942,True,947.80887
2901,SpaceX,200.46725,-0.59004,-98.74386,-1.06424,230.38814,-121.09351,Q3,-0.54095,0.48666,13.88355,3.98244,True,952.96431
2902,SpaceX,198.19511,0.61963,-97.57978,-1.05107,228.13492,-117.49180,AI,-0.47896,0.62677,15.39611,3.24442,True,942.18565
2903,SpaceX,198.01154,-1.02537,-100.50993,-1.04527,227.95924,-117.66174,AI,-0.05269,0.68989,11.77955,1.81185,True,939.80272
2904,Tesla,200.46314,-0.56998,-98.45817,-1.05369,230.40285,-122.19786,Q3,-1.59752,-1.55927,8.39733,-0.13071,True,953.08663
2905,Tesla,200.00813,-0.41602,-102.00386,-1.04267,229.96399,-121.57008,Q3,1.94257,-2.50826,11.16060,-0.57754,True,949.03871
2906,TwitterX,199.87643,-0.99282,-101.07278,-1.05336,229.81649,-120.33818,EBIT/Wh,0.31664,-0.02940,10.74242,-1.62984,True,948.84577
2907,SpaceX,200.04437,0.88152,-101.75029,-1.04530,229.99089,-123.15731,Q3,0.11821,0.20384,10.15528,-0.05498,True,949.34669
2908,SpaceX,198.70200,-0.80019,-97.43768,-1.05893,228.63145,-117.94392,AI,0.20708,0.45575,12.29189,2.50322,True,944.79118
2909,Tesla,200.35529,-0.77852,-99.80617,-1.04123,230.31344,-121.72718,Q3,1.21524,-1.78854,10.12212,-2.12854,True,951.87335
2910,SpaceX,200.67930,0.11876,-97.50441,-1.05605,230.60948,-122.07514,Q3,-0.66099,0.03963,9.46761,1.43791,True,954.64430
2911,SpaceX,200.32910,-0.13697,-96.44215,-1.04522,230.27951,-119.95175,Q3,0.25500,0.27687,9.51962,1.84219,True,953.42441
2912,TwitterX,201.40205,0.18998,-102.10046,-1.05386,231.33896,-123.13342,Q2,0.28962,-0.57144,7.06404,2.98630,True,955.96003
2913,TwitterX,199.19584,0.29033,-96.52448,-1.05577,229.12876,-118.48848,EBIT/Wh,0.17101,0.47763,14.12375,0.42838,True,947.71694
2914,SpaceX,198.72254,0.12207,-101.50447,-1.05060,228.66216,-120.47989,AI,-0.68858,-0.63073,12.08599,7.03074,True,942.86046
2915,Tesla,199.98981,-0.04358,-99.12293,-1.05259,229.93011,-120.09994,EBIT/Wh,-1.30445,1.62964,9.80658,-1.94132,True,950.38757
2916,SpaceX,200.22217,-0.87982,-98.60502,-1.05583,230.15380,-122.14798,Q3,-0.52044,-0.81751,12.31668,6.65983,True,951.80835
2917,SpaceX,199.08688,0.72765,-101.53130,-1.05480,229.02136,-119.59605,EBIT/Wh,1.80139,0.37573,9.53722,1.76297,True,944.66876
2918,TwitterX,199.64219,-0.25789,-97.72918,-1.05791,229.57342,-122.19704,EBIT/Wh,0.04434,-0.14153,13.67766,2.91450,True,949.34635
2919,Tesla,199.63314,-0.32568,-98.92489,-1.05411,229.57313,-122.62688,EBIT/Wh,-2.16080,-0.96918,8.42212,-0.97679,True,948.70323
2920,TwitterX,200.70925,0.43168,-104.78528,-1.05426,230.64443,-122.68686,Q3,1.17576,0.09816,9.71670,-3.45380,True,951.15361
2921,Tesla,198.94156,0.44227,-102.99852,-1.05012,228.88737,-120.64825,AI,-0.13301,1.01899,12.31373,0.19508,True,943.20856
2922,SpaceX,200.67458,0.62835,-102.76551,-1.05281,230.61333,-122.18203,Q3,0.27610,0.11855,11.12512,0.67562,True,951.99013
2923,TwitterX,198.97241,0.46668,-97.60117,-1.05803,228.90261,-120.25306,AI,0.50513,-0.41411,13.98687,-2.01375,True,946.06144
2924,Tesla,200.78595,-0.85161,-103.63851,-1.05137,230.72832,-121.64451,Q3,1.82369,-3.64305,13.68530,-10.94313,True,952.11051
2925,SpaceX,200.15719,0.17872,-99.41444,-1.05041,230.09613,-120.58306,Q3,0.64597,-0.34912,10.13355,0.29573,True,951.07873
2926,TwitterX,198.37587,-0.60097,-102.26710,-1.05012,228.32148,-120.00001,AI,-1.56329,-1.32678,13.58691,-3.30853,True,940.74578
2927,TwitterX,199.18171,-0.39622,-98.37580,-1.05688,229.11156,-119.26960,EBIT/Wh,-0.93848,-0.92658,14.30243,-3.17448,True,946.72066
2928,Tesla,199.96151,1.06552,-96.23438,-1.05461,229.89864,-120.55957,EBIT/Wh,-1.52036,2.31485,9.09141,-1.91537,True,951.69034
2929,Tesla,200.94187,0.18074,-104.52345,-1.05443,230.88015,-120.91178,Q3,1.93083,-0.18853,7.80062,-3.15768,True,952.44764
2930,Tesla,202.37925,0.31770,-103.89771,-1.05186,232.32157,-122.98242,Q1,1.60230,-1.04767,10.25411,-6.46884,True,959.94739
2931,Tesla,200.53240,0.71759,-98.67358,-1.05552,230.46976,-119.62589,Q3,1.00803,-0.77581,7.47565,-1.23785,True,953.32523
2932,TwitterX,200.22870,0.37779,-98.31684,-1.05645,230.16242,-123.00989,Q3,-3.28998,-0.82080,13.34443,-1.27992,True,951.98508
2933,SpaceX,199.84164,0.32394,-100.54311,-1.05367,229.77628,-119.38117,EBIT/Wh,-0.36580,0.45073,10.24460,1.94566,True,948.93667
2934,SpaceX,199.94903,-0.07218,-98.06611,-1.05838,229.87843,-120.75342,EBIT/Wh,0.05682,-0.19166,10.57701,6.06211,True,950.71208
2935,SpaceX,200.42063,0.65756,-102.20408,-1.06627,230.33933,-120.20112,Q3,-0.90390,1.85937,12.85155,2.21628,True,951.00114
2936,Tesla,201.10411,0.24202,-97.56562,-1.04281,231.06067,-120.92074,Q2,-0.40932,-1.00921,10.10483,-3.28235,True,956.73773
2937,SpaceX,200.43913,0.21002,-96.59083,-1.06213,230.36205,-121.83958,Q3,0.29469,-0.69032,16.68745,-4.53970,True,953.90024
2938,TwitterX,200.30125,0.04928,-104.07567,-1.05255,230.24346,-123.00389,Q3,-1.64667,-1.16976,10.57601,-0.78727,True,949.46840
2939,SpaceX,199.12412,-0.70132,-97.47507,-1.04678,229.07309,-119.39048,EBIT/Wh,0.35799,0.28489,8.71596,-1.23761,True,946.88305
2940,Tesla,199.88057,0.24255,-103.35401,-1.05784,229.81382,-117.62303,EBIT/Wh,-1.48567,1.17419,8.81870,-0.80544,True,947.72584
2941,TwitterX,200.15312,0.06726,-100.23057,-1.05383,230.08717,-121.77152,Q3,-3.70156,0.50550,8.74550,1.79583,True,950.65033
2942,SpaceX,201.18843,-0.31336,-102.52968,-1.05911,231.11757,-122.04407,Q2,0.12764,-0.78405,12.67657,0.11632,True,954.67730
2943,Tesla,199.70240,0.41006,-101.69315,-1.04354,229.65759,-122.03731,EBIT/Wh,-0.53363,1.02402,11.97268,-6.59904,True,947.66545
2944,Tesla,200.31612,0.74307,-101.07186,-1.04889,230.26379,-121.52685,Q3,-2.52967,-0.01155,9.52334,-2.15645,True,951.04469
2945,TwitterX,200.25861,0.24377,-99.09084,-1.05703,230.19285,-121.42959,Q3,0.10427,1.53721,10.57885,-3.79035,True,951.74762
2946,Tesla,200.26152,-0.90601,-97.52108,-1.05369,230.20214,-121.99185,Q3,-0.78030,1.52211,8.95598,-1.71739,True,952.54705
2947,TwitterX,199.17161,-0.43443,-97.39085,-1.05432,229.11254,-124.08868,EBIT/Wh,0.86736,1.78511,4.42721,-2.72254,True,947.16262
2948,TwitterX,199.97842,0.20069,-96.79266,-1.05140,229.92278,-120.98581,EBIT/Wh,-0.42788,1.20574,5.83275,-2.89180,True,951.49578
2949,SpaceX,200.61212,0.93682,-102.30684,-1.06771,230.52788,-118.84610,Q3,0.40614,0.20002,12.83188,2.51668,True,951.90720
2950,Tesla,200.36254,0.60191,-105.88337,-1.04798,230.31075,-120.58870,Q3,1.28774,0.23895,9.37257,1.15801,True,948.87103
2951,Tesla,199.39407,0.50305,-100.14529,-1.04106,229.35347,-121.07468,EBIT/Wh,-0.28026,-0.98068,8.90548,-1.60636,True,946.89772
2952,Tesla,200.54489,0.15369,-102.97629,-1.04257,230.50192,-120.40692,Q3,0.49784,-2.21675,12.28319,-1.41494,True,951.23632
2953,Tesla,200.19056,0.18193,-100.37670,-1.04359,230.14562,-120.77382,Q3,1.09444,-1.45760,8.61329,3.12668,True,950.76445
2954,SpaceX,200.64530,1.77410,-97.07799,-1.04766,230.59111,-124.39363,Q3,-0.30826,1.22624,11.00414,-2.69185,True,954.68751
2955,Tesla,201.10244,-0.26397,-100.51806,-1.05551,231.03866,-120.86910,Q2,2.21509,2.30582,13.67222,-4.06457,True,955.25319
2956,Tesla,198.89561,0.54971,-99.13666,-1.05620,228.83193,-119.78576,AI,3.44999,1.28332,11.27110,-2.15139,True,944.90973
2957,Tesla,198.93558,0.24373,-96.14392,-1.04417,228.88998,-121.24369,AI,0.28890,-0.06478,12.23524,-4.45495,True,946.60594
2958,Tesla,200.27144,0.58991,-102.41227,-1.05513,230.20792,-120.41838,Q3,-2.96674,0.39303,8.93746,-3.20446,True,950.15108
2959,Tesla,199.37733,-0.33108,-96.18155,-1.05925,229.30743,-120.53662,EBIT/Wh,-1.81136,-1.82093,9.75682,-10.85408,True,948.79586
2960,Tesla,201.49491,0.46668,-103.92735,-1.05855,231.42675,-119.72721,Q2,1.88735,-2.13132,8.05610,-4.07564,True,955.51086
2961,SpaceX,200.74710,0.55768,-94.03464,-1.04802,230.69110,-124.99962,Q3,-0.43367,-0.09101,7.95758,2.08519,True,956.71816
2962,TwitterX,199.74934,0.05067,-104.31536,-1.05564,229.68112,-119.37050,EBIT/Wh,-0.19224,2.25591,6.08557,6.41660,True,946.58902
2963,Tesla,200.78111,0.75718,-101.31845,-1.05479,230.71979,-121.01129,Q3,1.53928,-0.64130,11.56528,-2.35797,True,953.24632
2964,SpaceX,200.57919,-0.05314,-95.53278,-1.04883,230.52160,-121.69181,Q3,1.73997,-0.31222,9.23439,0.53200,True,955.12955
2965,Tesla,199.67715,0.26483,-99.76143,-1.04714,229.62595,-117.92953,EBIT/Wh,0.11483,1.01568,5.77375,5.13513,True,948.50504
2966,TwitterX,198.43115,0.08185,-102.51577,-1.05695,228.36126,-120.83106,AI,0.98585,0.14002,12.79921,1.12818,True,940.89787
2967,Tesla,200.83456,1.71858,-102.39933,-1.04116,230.79279,-120.49962,Q3,-1.07626,1.06333,12.24225,-1.34079,True,952.97314
2968,TwitterX,201.94192,1.92359,-104.53621,-1.05935,231.86804,-120.34495,Q2,-1.83372,-0.68215,15.32549,-1.01316,True,957.44150
2969,SpaceX,199.74014,0.07018,-100.76730,-1.05603,229.67291,-123.92430,EBIT/Wh,0.83898,0.24049,7.54418,1.09276,True,948.31704
2970,SpaceX,201.13500,0.57122,-104.41015,-1.04587,231.08437,-123.60518,Q2,0.67383,-0.95306,12.49840,0.99286,True,953.46994
2971,TwitterX,200.10728,-0.28418,-100.58885,-1.05333,230.04226,-121.16840,Q3,-0.76634,-2.37023,9.23176,-3.71568,True,950.24199
2972,SpaceX,198.99423,-1.42995,-102.34970,-1.06180,228.91502,-119.93533,EBIT/Wh,0.12118,-1.34450,8.62141,4.42618,True,943.79631
2973,SpaceX,199.87313,-0.71587,-105.72556,-1.06913,229.78415,-120.53674,EBIT/Wh,-1.08132,1.73449,7.18500,2.72259,True,946.50285
2974,Tesla,200.56306,0.09106,-98.62202,-1.04284,230.51930,-125.11370,Q3,1.83664,0.83536,14.60765,-1.32110,True,953.50431
2975,Tesla,198.98153,0.12011,-98.92214,-1.05114,228.92625,-119.96776,AI,0.48444,-0.44557,14.82796,-3.60322,True,945.44656
2976,SpaceX,199.97249,0.69929,-100.47452,-1.04832,229.91580,-121.19303,EBIT/Wh,-0.31009,1.22774,6.93318,-0.48118,True,949.62517
2977,Tesla,198.53026,0.46457,-101.53821,-1.04524,228.48220,-121.12434,AI,2.10740,-3.38381,9.05482,-0.83613,True,941.88221
2978,Tesla,200.29195,0.62360,-101.94625,-1.04619,230.24231,-120.93321,Q3,0.79727,-0.05803,13.80866,-1.64955,True,950.48660
2979,SpaceX,199.56463,-0.41418,-102.67425,-1.05315,229.50080,-123.79950,EBIT/Wh,0.22930,-1.41209,8.09891,0.07174,True,946.48605
2980,Tesla,200.43994,-0.21628,-97.05189,-1.05342,230.38106,-120.40506,Q3,0.63975,-0.32313,11.71410,-0.25315,True,953.67376
2981,TwitterX,198.44313,-0.66659,-97.50504,-1.04959,228.39095,-118.39038,AI,0.63226,0.45721,12.37141,1.35507,True,943.46311
2982,Tesla,199.35225,-0.19467,-99.38181,-1.04704,229.30124,-120.51870,EBIT/Wh,-0.21731,0.14838,10.70469,2.55586,True,947.07033
2983,Tesla,197.97011,-0.70954,-98.21122,-1.05846,227.90250,-118.96096,AI,4.00631,-0.07442,9.66660,-0.06928,True,940.74494
2984,Tesla,200.14348,-0.93651,-94.50804,-1.04294,230.09970,-120.91595,Q3,0.82338,-0.58126,4.46757,-7.02707,True,953.46339
2985,SpaceX,201.53329,-0.64406,-99.11352,-1.06648,231.45012,-123.50250,Q2,1.44906,-0.21119,9.25716,-5.78071,True,958.10967
2986,SpaceX,199.95443,0.90092,-104.86957,-1.06949,229.86492,-123.19200,EBIT/Wh,0.08705,0.61926,9.00988,0.00818,True,947.33734
2987,SpaceX,201.07434,0.58018,-104.11374,-1.06076,231.00137,-120.03312,Q2,1.35898,-0.37434,11.14628,4.17565,True,953.31481
2988,SpaceX,199.89418,0.16279,-103.19316,-1.04711,229.84123,-119.14875,EBIT/Wh,0.38210,1.01734,11.11982,5.78705,True,947.87434
2989,Tesla,199.13439,0.02456,-98.78459,-1.05323,229.07494,-118.58440,EBIT/Wh,1.57985,-2.10126,10.34861,-2.49586,True,946.27965
2990,Tesla,201.39168,0.35023,-103.65337,-1.04416,231.34568,-123.10991,Q2,-0.42773,-0.94745,11.14514,-3.76129,True,955.13171
2991,SpaceX,199.52770,0.71037,-104.02433,-1.06769,229.44227,-119.18912,EBIT/Wh,-0.72485,-0.61029,17.11254,1.33368,True,945.62633
2992,SpaceX,200.49358,0.71956,-99.40541,-1.06580,230.41267,-121.67571,Q3,0.89587,0.43641,12.00268,-2.79552,True,952.76521
2993,TwitterX,201.27106,0.70961,-100.22885,-1.05666,231.20793,-121.75311,Q2,-0.44440,-0.83683,11.64913,-0.74650,True,956.24087
2994,TwitterX,200.52060,0.38487,-103.89238,-1.05379,230.45758,-122.16672,Q3,-0.70247,-0.18687,13.31829,0.21579,True,950.65681
2995,SpaceX,199.64328,-1.08756,-103.92796,-1.05091,229.58335,-120.59254,EBIT/Wh,0.71592,1.19744,14.26214,5.05359,True,946.25240
2996,Tesla,200.30484,-0.55173,-100.01173,-1.05573,230.24197,-118.37057,Q3,-0.93926,2.18815,14.39517,-6.41332,True,951.51835
2997,Tesla,201.89768,1.52997,-102.37697,-1.05325,231.83900,-120.69146,Q2,-0.60531,-0.59279,11.63274,-5.39249,True,958.29992
2998,SpaceX,200.62340,-0.41889,-97.16412,-1.06884,230.53507,-122.28253,Q3,0.45172,-0.83436,8.16143,3.22572,True,954.53491
2999,SpaceX,198.80464,-1.44177,-98.79506,-1.05767,228.73628,-118.65728,AI,-0.11769,-0.45259,8.48610,-2.13430,True,944.62568
3000,TwitterX,199.89248,0.13859,-96.90452,-1.05594,229.82577,-123.94025,EBIT/Wh,0.79008,0.02583,11.22365,-4.65015,True,951.01015
3001,SpaceX,200.11643,0.55023,-100.88111,-1.04960,230.05943,-122.82432,Q3,0.72641,-0.13143,8.84034,1.39299,True,950.14158
3002,Tesla,199.38833,0.49787,-98.53501,-1.05625,229.32392,-118.80911,EBIT/Wh,0.95214,2.15688,14.05317,-1.35781,True,947.67414
3003,Tesla,201.94980,0.82675,-98.02478,-1.04811,231.89841,-122.23212,Q2,0.05238,-3.13221,13.06058,1.26727,True,960.73660
3004,TwitterX,199.94342,1.37793,-103.38844,-1.05874,229.87022,-120.07045,EBIT/Wh,-1.02565,-3.11959,8.01368,-3.38064,True,948.02289
3005,Tesla,198.51453,-0.67251,-103.40811,-1.04373,228.47011,-119.76560,AI,1.79832,0.35149,2.15012,-5.94507,True,940.86861
3006,Tesla,200.98750,-0.28420,-97.08654,-1.04793,230.93529,-121.60105,Q3,0.27924,0.50953,8.65566,-0.72705,True,956.39421
3007,Tesla,198.31727,-1.98998,-95.63081,-1.05703,228.25106,-119.36039,AI,-0.55281,2.06722,7.55187,1.21648,True,943.77093
3008,TwitterX,201.13823,0.97794,-96.73262,-1.05273,231.08096,-121.37687,Q2,-0.57905,1.84176,12.56095,-2.45911,True,957.32484
3009,Tesla,199.99213,-0.18709,-102.52575,-1.04921,229.93772,-123.28254,EBIT/Wh,-1.42425,1.26227,13.80457,-1.13974,True,948.69776
3010,SpaceX,200.65974,0.34584,-97.09878,-1.05258,230.59844,-122.31599,Q3,0.57490,-0.52459,11.52794,0.95879,True,954.74932
3011,TwitterX,200.16411,1.20278,-100.48104,-1.05619,230.09695,-119.99576,Q3,-2.49565,-2.34577,9.11580,2.25519,True,950.58003
3012,SpaceX,198.28467,-0.76386,-94.69632,-1.05652,228.21701,-118.97496,AI,-0.12180,0.42245,6.94760,-1.58960,True,944.07518
3013,SpaceX,202.34204,0.77277,-102.22761,-1.04242,232.29644,-121.14125,Q1,-0.41101,0.14871,13.47242,-0.99267,True,960.59642
3014,TwitterX,200.52784,-1.45237,-100.17197,-1.04954,230.47628,-121.07250,Q3,0.37338,0.29824,11.05044,-1.22364,True,952.55321
3015,SpaceX,199.59572,0.23494,-101.56066,-1.05468,229.53095,-121.35957,EBIT/Wh,-0.01224,-0.37375,10.34796,5.51182,True,947.19829
3016,Tesla,199.80011,0.61821,-101.87178,-1.04677,229.75081,-118.52019,EBIT/Wh,1.73556,-0.21914,9.54598,2.13648,True,948.06468
3017,Tesla,200.75728,-0.63231,-97.96449,-1.04142,230.71700,-122.97797,Q3,0.22568,2.68850,14.12685,-2.26704,True,954.80414
3018,Tesla,200.58301,-1.18037,-107.16959,-1.04285,230.54009,-119.35017,Q3,-0.44475,0.58629,13.66879,-0.37865,True,949.33026
3019,Tesla,198.64806,0.61046,-100.05410,-1.05342,228.58926,-119.53905,AI,0.28423,2.90157,9.68313,-0.02682,True,943.21326
3020,Tesla,199.27119,-0.89765,-100.31985,-1.04471,229.22512,-122.25604,EBIT/Wh,0.57101,0.58566,6.56182,2.58898,True,946.19600
3021,TwitterX,201.08545,-0.88646,-93.22557,-1.05818,231.01572,-122.92668,Q2,0.14713,-0.91375,10.94868,2.30350,True,958.81446
3022,SpaceX,199.99026,0.37477,-103.66894,-1.06306,229.91106,-120.47203,EBIT/Wh,-0.78338,-0.76292,8.86450,5.22992,True,948.11685
3023,TwitterX,197.67166,-0.72002,-99.63913,-1.05319,227.60853,-117.57995,AI,0.56166,0.04230,7.54811,-1.75433,True,938.53875
3024,SpaceX,199.61361,-0.55548,-93.82067,-1.06885,229.52335,-119.06973,EBIT/Wh,0.63154,1.48529,11.98413,3.72194,True,951.15773
3025,TwitterX,201.15604,0.99570,-103.63847,-1.04979,231.10462,-119.32955,Q2,1.50226,-0.90585,13.61936,-2.30861,True,953.96097
3026,TwitterX,202.53344,0.32446,-97.78649,-1.05814,232.46722,-123.90888,Q1,-0.46807,-0.76727,11.04814,6.10542,True,963.77394
3027,Tesla,199.43872,-0.64904,-100.03287,-1.05124,229.38150,-119.15417,EBIT/Wh,1.00124,0.70633,10.89804,-4.20875,True,947.17716
3028,SpaceX,199.86074,0.19595,-102.61591,-1.06701,229.77501,-121.57452,EBIT/Wh,0.39617,-0.54606,10.09205,3.91760,True,947.99574
3029,TwitterX,200.84088,-0.41922,-100.77663,-1.05167,230.78210,-122.61563,Q3,-2.13776,0.29277,8.89214,-2.69793,True,953.81611
3030,SpaceX,199.43415,0.25620,-93.21497,-1.04441,229.38337,-124.20791,EBIT/Wh,0.64758,-0.51508,14.65837,5.79320,True,950.56326
3031,TwitterX,199.40206,-0.14276,-105.24521,-1.05921,229.32984,-119.55469,EBIT/Wh,-1.71806,-0.74187,5.87059,3.63222,True,944.38769
3032,TwitterX,199.07605,1.05541,-102.38309,-1.05682,229.00982,-121.68204,EBIT/Wh,0.10753,0.77039,13.04743,1.24931,True,944.18872
3033,SpaceX,199.61059,0.20335,-96.96785,-1.04988,229.55099,-120.52787,EBIT/Wh,0.65566,0.49084,13.28142,-1.14563,True,949.56904
3034,SpaceX,198.61238,-0.67700,-100.10630,-1.06454,228.53316,-119.36862,AI,0.25506,0.01869,8.12891,3.06536,True,943.00874
3035,TwitterX,200.71059,-0.04844,-102.67465,-1.05392,230.64561,-121.14372,Q3,-1.61945,-0.66042,15.71883,-0.92180,True,952.21562
3036,Tesla,201.72418,0.96086,-102.92238,-1.04503,231.67634,-120.56723,Q2,-1.29398,1.00289,12.80921,-3.41365,True,957.15970
3037,SpaceX,200.34742,0.57218,-102.25332,-1.06596,230.26647,-120.54544,Q3,-0.38455,-0.12680,11.07570,5.23080,True,950.61044
3038,Tesla,200.75902,-1.71423,-99.61196,-1.05394,230.69893,-121.29366,Q3,-0.10353,-0.02975,8.42736,-3.78211,True,953.98913
3039,Tesla,200.07947,0.07342,-102.12633,-1.04557,230.03158,-121.26397,Q3,0.72356,1.52486,11.52723,0.39354,True,949.33421
3040,TwitterX,198.82441,-0.02030,-103.87341,-1.05571,228.76157,-118.98364,AI,-2.15161,0.09510,8.49521,-2.61643,True,942.18536
3041,Tesla,200.57889,0.09276,-98.21148,-1.05074,230.52237,-118.95108,Q3,-1.29541,0.43080,9.53730,2.27907,True,953.78871
3042,TwitterX,199.00305,0.64701,-99.05532,-1.05829,228.93288,-120.69439,EBIT/Wh,0.54867,1.34383,7.24636,0.35330,True,945.48758
3043,TwitterX,199.19875,0.13411,-95.63343,-1.05297,229.13708,-120.39418,EBIT/Wh,2.48239,3.49687,10.48094,-0.34206,True,948.17702
3044,TwitterX,200.20781,1.08513,-99.30082,-1.05074,230.15413,-124.94129,Q3,-0.23510,-0.24943,12.58254,-2.56738,True,951.38866
3045,Tesla,199.89335,-0.54983,-101.78446,-1.04248,229.85145,-122.47669,EBIT/Wh,-1.68474,-0.00263,7.19411,1.88996,True,948.57452
3046,Tesla,201.96799,-0.37092,-101.96173,-1.03982,231.93018,-124.56862,Q2,-1.27111,0.91769,11.36440,-5.91480,True,958.85909
3047,TwitterX,199.57950,-0.73736,-99.13638,-1.05398,229.51672,-120.57436,EBIT/Wh,0.76652,1.43044,8.95709,-2.67866,True,948.32932
3048,TwitterX,199.07736,0.79839,-99.36370,-1.05573,229.01414,-123.11143,EBIT/Wh,-1.07304,-0.15049,11.19506,-1.30108,True,945.70493
3049,SpaceX,201.40785,0.02275,-104.61145,-1.06730,231.32281,-122.75239,Q2,-0.27281,1.40964,14.66758,1.60444,True,954.73350
3050,Tesla,200.29895,-0.12263,-98.69309,-1.04294,230.25617,-121.36830,Q3,-0.43889,1.51255,8.73870,0.78316,True,952.14820
3051,TwitterX,201.21452,-0.57725,-97.61700,-1.05558,231.15423,-119.62710,Q2,0.19833,-1.62348,5.98035,1.26264,True,957.26409
3052,SpaceX,200.06837,-0.06403,-99.81044,-1.06957,229.97902,-122.33051,Q3,-0.36442,-1.24900,13.51869,3.87030,True,950.43662
3053,TwitterX,200.14958,-1.42523,-96.81138,-1.05066,230.09332,-117.08933,Q3,-3.01262,0.15698,14.55009,0.95288,True,952.34222
3054,Tesla,202.31847,0.18075,-98.03795,-1.04133,232.27797,-123.64613,Q1,1.98334,-4.19656,9.58776,3.58875,True,962.57338
3055,SpaceX,199.53445,-0.53596,-96.32692,-1.05072,229.47235,-118.87665,EBIT/Wh,-0.44153,0.71940,15.36101,-6.52829,True,949.50878
3056,SpaceX,202.10529,0.30931,-103.24783,-1.05964,232.03094,-122.15523,Q1,-0.55822,0.04785,10.83281,2.24741,True,958.90252
3057,Tesla,199.58418,-0.69558,-101.17686,-1.05112,229.52694,-120.19814,EBIT/Wh,1.52340,-0.65719,7.68341,5.18485,True,947.33245
3058,SpaceX,199.50794,-0.29094,-100.35357,-1.06866,229.41893,-122.25963,EBIT/Wh,-0.28364,-0.67253,13.61045,-2.47016,True,947.36293
3059,SpaceX,198.31540,-0.20351,-95.35886,-1.06122,228.24113,-120.09161,AI,1.09192,-0.25120,10.96921,-3.53022,True,943.89756
3060,Tesla,200.37940,0.12655,-99.28809,-1.04587,230.33079,-120.08840,Q3,-0.28826,-0.47982,9.81234,-0.77358,True,952.25296
